season,league_id,league,team1,team2,spi1,spi2,prob1,prob2,man_city_spi,man_city_prob,outcome,is_home
2022,2411,Barclays Premier League,Crystal Palace,Manchester City,66.57,90.6,0.1049,0.711,90.6,0.711,1,0
2022,2411,Barclays Premier League,Manchester City,Liverpool,92.28,84.35,0.61240000000000006,0.1927,92.28,0.61240000000000006,0,1
2022,2411,Barclays Premier League,Southampton,Manchester City,62.26,92.97,0.0834,0.7672,92.97,0.7672,1,0
2022,2411,Barclays Premier League,Manchester City,Leicester City,93.52,65.76,0.8533,0.0427,93.52,0.8533,1,1
2022,2411,Barclays Premier League,Manchester City,Arsenal,92.3,82.84,0.622,0.1904,92.3,0.622,0,1
2022,2411,Barclays Premier League,Fulham,Manchester City,66.03,92.52,0.0878,0.7635,92.52,0.7635,1,0
2022,2411,Barclays Premier League,Manchester City,West Ham United,92.37,71.41,0.8132,0.0607,92.37,0.8132,1,1
2022,2411,Barclays Premier League,Manchester City,Leeds United,92.55,59.94,0.8478,0.0501,92.55,0.8478,1,1
2022,2411,Barclays Premier League,Everton,Manchester City,61.96,92.39,0.0894,0.7693,92.39,0.7693,1,0
2022,2411,Barclays Premier League,Manchester City,Chelsea,92.87,76.53,0.5458,0.2267,92.87,0.5458,0,1
2022,2411,Barclays Premier League,Brighton and Hove Albion,Manchester City,81.36,92.87,0.3173,0.4603,92.87,0.4603,0,0
2022,2411,Barclays Premier League,Brentford,Manchester City,76.27,92.73,0.2831,0.4847,92.73,0.4847,0,0
